nCount, LINE_SEG_NBR,MILEPOST,TRACK_SDTK_NBR,TSC_CD,CLASS,TEST_FSPD,TEST_PSPD,DFCT_TYPE,TIMEGAP, DEF_PRTY1, DEF_PRTY2, DEF_LGTH1, DEF_LGTH2, DEF_AMPLTD1, DEF_AMPLTD2, NosOfInsp,TOT_DFLT_MGT
1709,3,259.513,2,T,5,70,90,SURFACE,33,RED,RED,5,4,-1.31,-1.26,1,4.75557
1710,3,261.034,2,C,5,70,90,SURFACE,231,YEL,YEL,3,3,-1.07,-1.03,1,34.6485
1711,3,261.034,2,C,5,70,90,SURFACE,85,YEL,YEL,3,9,-1.03,-1.23,1,13.4045
1712,3,261.034,2,C,5,70,90,SURFACE,18,YEL,YEL,9,2,-1.23,-1.04,1,3.11424
1713,3,261.423,2,T,5,70,90,SURFACE,231,YEL,RED,3,8,-1.01,-1.26,1,34.6485
1714,3,261.448,2,T,5,70,90,SURFACE,66,YEL,YEL,3,5,-1.08,-1.22,1,9.762
1715,3,261.48,2,C,5,70,90,SURFACE,47,YEL,YEL,2,4,-1.02,-1.08,1,6.94366
1716,3,261.761,2,C,5,70,90,SURFACE,66,YEL,YEL,11,13,-1.11,-1.22,1,9.762
1717,3,261.761,2,C,5,70,90,SURFACE,12,YEL,YEL,5,7,-1.07,-1.07,1,1.91807
1718,3,261.761,2,C,5,70,90,SURFACE,47,YEL,YEL,7,11,-1.07,-1.16,1,6.7182
1719,3,262.824,2,T,5,70,90,SURFACE,49,YEL,RED,2,3,-1.03,-1.27,1,9.61844
1720,3,262.88,2,T,5,70,90,SURFACE,87,YEL,RED,10,17,-1.13,-1.66,1,12.8167
1721,3,263,2,T,5,70,90,SURFACE,98,YEL,YEL,2,4,-1.03,-1.11,1,14.4723
1722,3,263.164,2,T,5,70,90,SURFACE,231,YEL,RED,4,3,-1.06,-1.26,1,36.5815
1723,3,264.032,2,T,5,70,90,SURFACE,83,YEL,YEL,7,5,-1.09,-1.09,1,15.475
1724,3,264.256,2,T,5,70,90,SURFACE,178,YEL,YEL,5,5,-1.12,-1.06,1,32.5806
1725,3,264.636,2,T,5,70,90,SURFACE,71,YEL,YEL,5,5,-1.17,-1.15,1,14.3056
1726,3,264.693,2,T,5,70,90,SURFACE,114,YEL,YEL,1,1,-1.01,-1,1,21.8201
1727,3,266.878,2,T,5,70,90,SURFACE,132,YEL,YEL,8,7,-1.19,-1.1,1,19.3238
1728,3,267.201,2,C,5,70,90,SURFACE,47,YEL,YEL,7,6,-1.03,-1.03,1,6.93962
1729,3,267.201,2,C,5,70,90,SURFACE,132,YEL,YEL,6,13,-1.03,-1.18,1,19.3238
1730,3,267.411,2,C,5,70,90,SURFACE,64,YEL,YEL,7,7,-1.02,-1.09,1,9.48383
1731,3,267.411,2,C,5,70,90,SURFACE,33,YEL,YEL,9,11,-1.13,-1.2,1,4.75031
1732,3,267.996,2,T,5,70,90,SURFACE,33,YEL,YEL,3,5,-1.08,-1.12,1,4.75031
1733,3,268.083,2,T,5,70,90,SURFACE,86,YEL,YEL,3,5,-1.02,-1.16,1,13.2262
1734,3,268.493,2,T,5,70,90,SURFACE,19,YEL,YEL,4,6,-1.03,-1.11,1,3.15773
1735,3,268.493,2,T,5,70,90,SURFACE,114,YEL,RED,6,7,-1.11,-1.28,1,19.5987
1736,3,269.507,2,T,5,70,85,SURFACE,64,YEL,RED,7,10,-1.22,-1.61,1,9.48383
1737,3,269.58,2,T,5,70,85,SURFACE,99,YEL,RED,7,9,-1.16,-1.34,1,15.4797
1738,3,269.58,2,T,5,70,85,SURFACE,87,YEL,RED,10,17,-1.23,-1.88,1,12.8181
1739,3,269.997,2,T,5,70,85,SURFACE,71,YEL,YEL,4,8,-1.06,-1.24,1,12.6332
1740,3,271.123,2,T,5,70,90,SURFACE,99,YEL,YEL,3,7,-1.02,-1.21,1,15.4797
1741,3,271.696,2,T,5,70,90,SURFACE,64,YEL,YEL,3,3,-1.08,-1.16,1,9.48383
1742,3,271.779,2,T,5,70,90,SURFACE,99,YEL,YEL,3,6,-1.05,-1.21,1,15.4797
1743,3,271.811,2,T,5,70,90,SURFACE,83,YEL,RED,2,9,-1.04,-1.48,1,14.0875
1744,3,271.841,2,T,5,70,90,SURFACE,64,YEL,YEL,2,8,-1.01,-1.15,1,9.48383
1745,3,272.24,2,T,5,70,90,SURFACE,105,YEL,YEL,1,4,-1,-1.03,1,18.9834
1746,3,272.24,2,T,5,70,90,SURFACE,99,YEL,YEL,2,6,-1.03,-1.22,1,17.5856
1747,3,272.278,2,T,5,70,90,SURFACE,87,YEL,YEL,6,6,-1.16,-1.17,1,12.8181
1748,3,272.398,2,T,5,70,90,SURFACE,64,YEL,RED,10,12,-1.24,-1.9,1,9.48383
1749,3,272.464,2,T,5,70,90,SURFACE,64,YEL,YEL,1,5,-1,-1.09,1,9.48383
1750,3,272.464,2,T,5,70,90,SURFACE,47,YEL,YEL,2,8,-1.01,-1.15,1,6.7131
1751,3,273.396,2,T,5,70,90,SURFACE,47,YEL,YEL,3,2,-1.05,-1.02,1,6.93962
1752,3,273.396,2,T,5,70,90,SURFACE,132,YEL,YEL,2,6,-1.02,-1.19,1,19.3238
1753,3,273.913,2,T,5,70,90,SURFACE,64,YEL,YEL,4,7,-1.05,-1.15,1,9.48383
1754,3,274.002,2,T,5,70,90,SURFACE,64,YEL,RED,3,8,-1.02,-1.27,1,9.48383
1755,3,275.347,2,T,5,70,90,SURFACE,33,YEL,YEL,5,7,-1.11,-1.17,1,4.75031
1756,3,275.347,2,T,5,70,90,SURFACE,50,YEL,YEL,7,11,-1.17,-1.18,1,7.0968
1757,3,275.409,2,T,5,70,90,SURFACE,47,YEL,YEL,6,3,-1.07,-1.01,1,6.93962
1758,3,275.409,2,T,5,70,90,SURFACE,132,YEL,RED,3,7,-1.01,-1.25,1,19.3238
1759,3,275.409,2,T,5,70,90,SURFACE,83,YEL,RED,4,5,-1.15,-1.27,1,14.0875
1760,3,276.584,2,T,5,70,90,SURFACE,64,YEL,YEL,8,9,-1.13,-1.2,1,9.48383
1761,3,278.445,2,T,5,70,85,SURFACE,64,YEL,RED,6,7,-1.18,-1.42,1,9.48283
1762,3,280.104,2,T,5,70,85,SURFACE,36,YEL,YEL,4,4,-1.05,-1.09,1,5.4629
1763,3,281.024,2,T,5,70,85,SURFACE,87,YEL,YEL,3,6,-1.02,-1.17,1,12.818
1764,3,281.024,2,T,5,70,85,SURFACE,33,YEL,YEL,6,7,-1.17,-1.2,1,4.7493
1765,3,281.024,2,T,5,70,85,SURFACE,50,YEL,YEL,7,5,-1.2,-1.11,1,7.09435
1766,3,281.024,2,T,5,70,85,SURFACE,47,YEL,RED,5,8,-1.11,-1.45,1,6.7131
1767,3,282.419,2,T,5,70,85,SURFACE,129,YEL,RED,5,5,-1.23,-1.35,1,18.8742
1768,3,283.49,2,T,5,70,85,SURFACE,36,RED,RED,10,5,-1.69,-1.28,1,5.4629
1769,3,283.609,2,T,5,70,85,SURFACE,64,YEL,RED,6,8,-1.22,-1.61,1,9.48283
1770,3,286.443,2,T,5,70,85,SURFACE,19,YEL,YEL,5,5,-1.16,-1.23,1,3.33277
1771,3,287.241,2,T,5,70,85,SURFACE,50,YEL,YEL,4,7,-1.11,-1.17,1,7.09435
1772,3,287.241,2,T,5,70,85,SURFACE,47,YEL,RED,7,9,-1.17,-1.48,1,6.7131
1773,3,287.486,2,C,5,70,85,SURFACE,19,YEL,YEL,2,3,-1.01,-1.02,1,3.33277
1774,3,287.486,2,C,5,70,85,SURFACE,79,YEL,YEL,3,4,-1.02,-1.04,1,14.2902
1775,3,287.83,2,T,5,70,85,SURFACE,64,YEL,RED,6,7,-1.09,-1.38,1,9.48283
1776,3,287.83,2,T,5,70,85,SURFACE,34,RED,RED,7,9,-1.38,-1.41,1,5.00634
1777,3,288.25,2,T,5,70,85,SURFACE,34,YEL,RED,6,9,-1.17,-1.42,1,5.00634
1778,3,288.712,2,C,5,70,85,SURFACE,33,YEL,YEL,2,5,-1.01,-1.08,1,4.7493
1779,3,288.84,2,T,5,70,90,SURFACE,34,YEL,YEL,5,6,-1.13,-1.18,1,5.00634
1780,3,289.976,2,T,5,70,90,SURFACE,85,YEL,YEL,5,1,-1.24,-1.02,1,13.3946
1781,3,290.155,2,T,5,70,90,SURFACE,34,YEL,YEL,3,5,-1.05,-1.11,1,5.00543
1782,3,290.155,2,T,5,70,90,SURFACE,36,YEL,YEL,5,5,-1.11,-1.11,1,5.47418
1783,3,290.155,2,T,5,70,90,SURFACE,93,YEL,YEL,5,6,-1.11,-1.1,1,14.2079
1784,3,290.303,2,T,5,70,90,SURFACE,34,YEL,YEL,4,5,-1.06,-1.12,1,5.00543
1785,3,290.596,2,T,5,70,90,SURFACE,36,RED,RED,8,9,-1.38,-1.48,1,5.47418
1786,3,290.669,2,T,5,70,90,SURFACE,34,YEL,RED,9,7,-1.14,-1.31,1,5.00543
1787,3,290.669,2,T,5,70,90,SURFACE,36,RED,RED,7,9,-1.31,-1.35,1,5.47418
1788,3,290.669,2,T,5,70,90,SURFACE,50,YEL,RED,4,6,-1.02,-1.27,1,7.40286
1789,3,291.393,2,T,5,70,90,SURFACE,36,YEL,YEL,2,6,-1.05,-1.17,1,5.47418
1790,3,291.393,2,T,5,70,90,SURFACE,93,YEL,YEL,6,6,-1.17,-1.13,1,14.2079
1791,3,291.881,2,T,5,70,90,SURFACE,64,RED,RED,5,11,-1.26,-1.48,1,9.47042
1792,3,291.881,2,T,5,70,90,SURFACE,34,RED,RED,11,11,-1.48,-1.53,1,5.00543
1793,3,291.881,2,T,5,70,90,SURFACE,36,RED,RED,11,12,-1.53,-1.55,1,5.47418
1794,3,291.881,2,T,5,70,90,SURFACE,85,YEL,YEL,3,7,-1.02,-1.14,1,14.6031
1795,3,291.881,2,T,5,70,90,SURFACE,19,YEL,YEL,7,8,-1.14,-1.2,1,3.87739
1796,3,291.881,2,T,5,70,90,SURFACE,83,YEL,YEL,2,7,-1.01,-1.16,1,15.5771
1797,3,291.94,2,T,5,70,90,SURFACE,64,YEL,YEL,1,2,-1.06,-1.07,1,9.47042
1798,3,291.94,2,T,5,70,90,SURFACE,34,YEL,YEL,2,3,-1.07,-1.14,1,5.00543
1799,3,291.94,2,T,5,70,90,SURFACE,36,YEL,YEL,3,8,-1.14,-1.15,1,5.47418
1800,3,291.991,2,T,5,70,90,SURFACE,64,YEL,RED,6,5,-1.12,-1.35,1,9.47042
1801,3,291.991,2,T,5,70,90,SURFACE,34,RED,RED,5,10,-1.35,-1.62,1,5.00543
1802,3,291.991,2,T,5,70,90,SURFACE,129,YEL,RED,6,4,-1.12,-1.25,1,18.882
1803,3,293.048,2,T,5,70,90,SURFACE,34,YEL,YEL,6,6,-1.08,-1.1,1,5.00617
1804,3,293.048,2,T,5,70,90,SURFACE,36,YEL,YEL,6,9,-1.1,-1.13,1,5.47406
1805,3,293.287,2,T,5,70,90,SURFACE,34,YEL,YEL,6,7,-1.13,-1.17,1,5.00617
1806,3,293.287,2,T,5,70,90,SURFACE,36,YEL,YEL,7,6,-1.17,-1.18,1,5.47406
1807,3,295.336,2,T,5,70,85,SURFACE,19,YEL,YEL,4,6,-1.03,-1.09,1,3.42198
1808,3,295.336,2,T,5,70,85,SURFACE,114,YEL,RED,6,10,-1.09,-1.46,1,19.8693
1809,3,299.924,2,T,5,50,85,SURFACE,19,RED,RED,6,7,-1.39,-1.48,1,3.42198
1810,3,300.24,2,T,5,70,85,SURFACE,36,YEL,YEL,5,7,-1.08,-1.12,1,5.47406
1811,3,301.536,2,T,5,70,85,SURFACE,33,YEL,YEL,3,3,-1.04,-1.03,1,4.74709
1812,3,301.536,2,T,5,70,85,SURFACE,50,YEL,YEL,3,1,-1.03,-1.01,1,7.08626
1813,3,301.536,2,T,5,70,85,SURFACE,47,YEL,YEL,1,4,-1.01,-1.08,1,6.70253
1814,3,301.926,2,T,5,70,85,SURFACE,59,RED,RED,5,9,-1.32,-1.43,1,8.94682
1815,3,302.703,2,T,5,70,85,SURFACE,71,YEL,YEL,2,5,-1.01,-1.1,1,13.2365
1816,3,302.703,2,T,5,70,85,SURFACE,99,YEL,YEL,5,4,-1.1,-1.09,1,17.8896
1817,3,303.518,2,T,5,70,90,SURFACE,36,YEL,YEL,5,6,-1.1,-1.24,1,5.47406
1818,3,305.005,2,T,5,70,90,SURFACE,47,YEL,YEL,4,5,-1.06,-1.1,1,6.95104
1819,3,305.005,2,T,5,70,90,SURFACE,132,YEL,YEL,5,5,-1.1,-1.17,1,19.3336
1820,3,306.209,2,T,5,70,90,SURFACE,50,YEL,YEL,4,3,-1.05,-1.03,1,7.08626
1821,3,306.209,2,T,5,70,90,SURFACE,47,YEL,RED,3,10,-1.03,-1.66,1,6.70253
1822,3,307.326,2,T,5,70,90,SURFACE,64,YEL,YEL,3,5,-1.05,-1.21,1,9.47062
1823,3,307.557,2,T,5,70,90,SURFACE,87,YEL,YEL,7,9,-1.07,-1.12,1,12.8112
1824,3,307.557,2,T,5,70,90,SURFACE,33,YEL,YEL,9,11,-1.12,-1.23,1,4.74709
1825,3,307.557,2,T,5,70,90,SURFACE,50,YEL,YEL,11,8,-1.23,-1.12,1,7.08626
1826,3,307.557,2,T,5,70,90,SURFACE,47,YEL,RED,8,9,-1.12,-1.34,1,6.70253
1827,3,308.183,2,C,5,70,90,SURFACE,33,YEL,YEL,4,3,-1.04,-1.01,1,4.74709
1828,3,309.82,2,T,5,70,85,SURFACE,29,YEL,YEL,2,1,-1.02,-1.01,1,4.27223
1829,3,310.76,2,T,5,70,85,SURFACE,33,YEL,RED,1,6,-1.01,-1.34,1,4.74709
1830,3,313.108,2,T,5,45,85,SURFACE,36,YEL,YEL,5,5,-1.05,-1.06,1,5.47406
1831,3,313.108,2,T,5,45,85,SURFACE,93,YEL,YEL,5,9,-1.06,-1.23,1,14.2076
1832,3,313.108,2,T,5,45,85,SURFACE,116,YEL,RED,2,6,-1.11,-1.82,1,16.2322
1833,3,313.108,2,T,5,45,85,SURFACE,87,RED,RED,6,4,-1.82,-1.69,1,12.8112
1834,3,313.108,2,T,5,45,85,SURFACE,33,RED,RED,4,3,-1.69,-1.35,1,4.74709
1835,3,313.108,2,T,5,45,85,SURFACE,47,YEL,RED,4,6,-1.18,-1.55,1,6.70253
1836,3,313.108,2,T,5,45,85,SURFACE,29,RED,RED,6,7,-1.55,-1.47,1,4.27223
1837,3,313.108,2,T,5,45,85,SURFACE,104,YEL,RED,4,5,-1.18,-1.58,1,17.1194
1838,3,313.108,2,T,5,45,85,SURFACE,35,YEL,RED,2,2,-1.1,-1.4,1,5.97736
1839,3,313.216,2,T,5,70,85,SURFACE,36,YEL,YEL,1,3,-1,-1.03,1,5.47108
1840,3,313.277,2,T,5,70,85,SURFACE,71,YEL,YEL,3,6,-1.01,-1.09,1,13.0003
1841,3,313.57,2,T,5,70,85,SURFACE,33,YEL,YEL,4,4,-1.04,-1.03,1,4.75007
1842,3,313.87,2,T,5,70,85,SURFACE,33,YEL,YEL,2,5,-1.01,-1.09,1,4.75007
1843,3,313.87,2,T,5,70,85,SURFACE,83,YEL,RED,4,6,-1.15,-1.35,1,14.1039
1844,3,313.922,2,T,5,70,85,SURFACE,19,YEL,YEL,4,9,-1.07,-1.24,1,3.16041
1845,3,313.922,2,T,5,70,85,SURFACE,79,YEL,YEL,9,5,-1.24,-1.06,1,13.8551
1846,3,313.922,2,T,5,70,85,SURFACE,35,YEL,YEL,5,5,-1.06,-1.06,1,5.87662
1847,3,313.942,2,T,5,70,85,SURFACE,36,YEL,YEL,12,15,-1.09,-1.2,1,5.47108
1848,3,313.942,2,T,5,70,85,SURFACE,93,YEL,RED,15,7,-1.2,-1.26,1,14.2034
1849,3,313.942,2,T,5,70,85,SURFACE,47,RED,RED,7,13,-1.26,-1.3,1,6.94639
1850,3,314.642,2,C,5,70,85,SURFACE,29,YEL,YEL,3,5,-1.03,-1.06,1,4.27112
1851,3,316.823,2,T,5,70,85,SURFACE,57,YEL,YEL,11,6,-1.03,-1.03,1,9.30343
1852,3,319.234,2,C,5,70,90,SURFACE,29,YEL,YEL,4,5,-1.04,-1.07,1,4.27112
1853,3,322.226,2,T,5,70,90,SURFACE,71,YEL,YEL,4,5,-1.09,-1.13,1,13.0003
1854,3,322.732,2,T,5,70,90,SURFACE,83,YEL,YEL,5,4,-1.15,-1.08,1,14.1039
1855,3,322.98,2,T,5,70,90,SURFACE,33,YEL,RED,5,4,-1.1,-1.26,1,4.75007
1856,3,323.637,2,T,5,70,90,SURFACE,35,YEL,YEL,3,4,-1.07,-1.08,1,5.87662
1857,3,323.844,2,T,5,70,90,SURFACE,99,YEL,RED,5,9,-1.07,-1.51,1,15.4438
1858,3,325.354,2,T,5,70,90,SURFACE,33,YEL,RED,6,7,-1.18,-1.33,1,4.75007
1859,3,325.628,2,T,5,70,90,SURFACE,99,YEL,YEL,2,6,-1.01,-1.11,1,15.4438
1860,3,325.965,2,T,5,70,90,SURFACE,99,YEL,RED,7,11,-1.16,-1.52,1,15.4438
1861,3,327.43,2,T,5,70,90,SURFACE,36,YEL,RED,4,8,-1.06,-1.44,1,5.47108
1862,3,327.43,2,T,5,70,90,SURFACE,99,YEL,RED,7,11,-1.17,-1.54,1,15.4438
1863,3,329.661,2,T,5,70,90,SURFACE,99,YEL,YEL,4,5,-1.08,-1.13,1,15.4155
1864,3,329.956,2,C,5,70,90,SURFACE,64,YEL,YEL,10,5,-1.15,-1.04,1,9.46601
1865,3,330.825,2,T,5,70,90,SURFACE,49,YEL,YEL,1,2,-1.01,-1.04,1,10.5542
1866,3,330.862,2,T,5,70,90,SURFACE,116,YEL,RED,7,7,-1.2,-1.32,1,16.2172
1867,3,339.464,2,C,5,65,70,SURFACE,34,YEL,YEL,1,3,-1,-1.04,1,4.99733
1868,3,339.464,2,C,5,65,70,SURFACE,36,YEL,YEL,3,6,-1.04,-1.15,1,5.47716
1869,3,339.464,2,C,5,65,70,SURFACE,93,YEL,YEL,6,5,-1.15,-1.14,1,14.2138
1870,3,339.464,2,C,5,65,70,SURFACE,47,YEL,RED,5,6,-1.14,-1.3,1,6.95521
1871,3,339.464,2,C,5,65,70,SURFACE,86,YEL,YEL,3,3,-1.07,-1.03,1,13.1788
1872,3,339.803,2,T,5,70,90,SURFACE,36,YEL,RED,6,6,-1.08,-1.28,1,5.47716
1873,3,339.83,2,T,5,70,90,SURFACE,36,YEL,RED,3,6,-1.02,-1.3,1,5.47716
1874,3,339.83,2,T,5,70,90,SURFACE,99,YEL,RED,7,6,-1.2,-1.33,1,15.4057
1875,3,340.13,2,T,5,70,90,SURFACE,62,YEL,RED,6,8,-1.07,-1.3,1,9.17106
1876,3,340.13,2,T,5,70,90,SURFACE,99,YEL,YEL,5,1,-1.08,-1,1,15.4057
1877,3,340.582,2,T,5,70,90,SURFACE,93,YEL,YEL,2,2,-1,-1.02,1,14.2138
1878,3,340.582,2,T,5,70,90,SURFACE,47,YEL,YEL,2,6,-1.02,-1.14,1,6.95521
1879,3,340.691,2,T,5,70,90,SURFACE,83,YEL,RED,5,7,-1.12,-1.33,1,14.2634
1880,3,341.489,2,T,5,70,90,SURFACE,62,YEL,RED,8,9,-1.11,-1.36,1,9.17106
1881,3,341.679,2,T,5,70,90,SURFACE,132,YEL,YEL,4,6,-1,-1.04,1,19.3482
1882,3,342.077,2,T,5,70,90,SURFACE,132,YEL,YEL,10,3,-1.18,-1.02,1,19.3482
1883,3,342.077,2,T,5,70,90,SURFACE,86,YEL,YEL,3,11,-1.02,-1.17,1,13.1788
1884,3,342.51,2,T,5,70,90,SURFACE,34,YEL,YEL,3,4,-1.02,-1.06,1,4.99733
1885,3,342.51,2,T,5,70,90,SURFACE,36,YEL,YEL,4,8,-1.06,-1.2,1,5.47716
1886,3,342.51,2,T,5,70,90,SURFACE,132,YEL,YEL,3,6,-1.04,-1.18,1,19.3482
1887,3,342.737,2,T,5,70,90,SURFACE,86,YEL,YEL,3,10,-1.02,-1.15,1,13.1788
1888,3,343.243,2,T,5,70,90,SURFACE,116,YEL,RED,6,5,-1.21,-1.28,1,16.2182
1889,3,343.546,2,T,5,70,90,SURFACE,33,YEL,YEL,1,5,-1,-1.06,1,4.74971
1890,3,343.681,2,T,5,70,90,SURFACE,34,YEL,YEL,6,8,-1.08,-1.12,1,4.99733
1891,3,343.681,2,T,5,70,90,SURFACE,36,YEL,YEL,8,10,-1.12,-1.15,1,5.47716
1892,3,343.681,2,T,5,70,90,SURFACE,33,YEL,YEL,2,3,-1.01,-1.02,1,4.74971
1893,3,344.603,2,T,5,70,90,SURFACE,49,YEL,YEL,3,4,-1.02,-1.04,1,9.96942
1894,3,344.731,2,T,5,70,90,SURFACE,33,YEL,YEL,5,7,-1.09,-1.14,1,4.74971
1895,3,344.785,2,T,5,70,90,SURFACE,99,YEL,YEL,6,4,-1.22,-1.06,1,17.2653
1896,3,346.755,2,T,5,70,90,SURFACE,57,YEL,YEL,2,4,-1,-1.07,1,9.36888
1897,3,346.755,2,T,5,70,90,SURFACE,36,YEL,YEL,4,4,-1.07,-1.1,1,5.90857
1898,3,346.9,2,T,5,70,90,SURFACE,49,YEL,YEL,3,7,-1.03,-1.16,1,9.96942
1899,3,346.9,2,T,5,70,90,SURFACE,143,YEL,RED,7,8,-1.16,-1.28,1,27.077
1900,3,347.942,2,T,5,70,90,SURFACE,59,YEL,YEL,3,1,-1.04,-1,1,8.95928
1901,3,348.572,2,C,5,70,90,SURFACE,36,YEL,YEL,7,8,-1.16,-1.19,1,5.48159
1902,3,348.572,2,C,5,70,90,SURFACE,87,YEL,YEL,3,6,-1.03,-1.11,1,12.8329
1903,3,348.572,2,C,5,70,90,SURFACE,33,YEL,YEL,6,6,-1.11,-1.12,1,4.76371
1904,3,348.76,2,C,5,70,90,SURFACE,49,YEL,YEL,4,5,-1.06,-1.1,1,12.7742
1905,3,349.225,2,T,5,70,90,SURFACE,34,YEL,YEL,10,9,-1.15,-1.21,1,4.99976
1906,3,349.225,2,T,5,70,90,SURFACE,36,YEL,RED,9,8,-1.21,-1.27,1,5.48159
1907,3,349.327,2,T,5,70,90,SURFACE,36,YEL,YEL,4,8,-1.12,-1.24,1,5.48249
1908,3,349.356,2,T,5,70,90,SURFACE,34,RED,RED,14,15,-1.61,-1.67,1,5.00025
1909,3,349.356,2,T,5,70,90,SURFACE,36,RED,RED,15,16,-1.67,-1.71,1,5.48249
1910,3,349.401,2,T,5,70,90,SURFACE,19,YEL,YEL,2,2,-1.03,-1.04,1,3.17587
1911,3,349.401,2,T,5,70,90,SURFACE,15,YEL,YEL,2,1,-1.04,-1,1,2.71487
1912,3,349.509,2,T,5,70,90,SURFACE,93,YEL,YEL,2,5,-1.04,-1.16,1,14.1962
1913,3,350.989,2,T,5,70,90,SURFACE,34,YEL,RED,7,6,-1.2,-1.3,1,5.00025
1914,3,351.207,2,T,5,70,90,SURFACE,64,YEL,YEL,8,3,-1.18,-1.06,1,9.47098
1915,3,351.207,2,T,5,70,90,SURFACE,34,YEL,YEL,3,8,-1.06,-1.2,1,5.00025
1916,3,353.643,2,T,5,65,70,SURFACE,19,YEL,YEL,1,1,-1,-1.02,1,3.17587
1917,3,353.643,2,T,5,65,70,SURFACE,15,YEL,YEL,1,1,-1.02,-1.04,1,2.71487
1918,3,354.323,2,T,5,70,90,SURFACE,99,YEL,RED,5,7,-1.16,-1.54,1,17.6453
1919,3,354.593,2,T,5,70,90,SURFACE,99,YEL,RED,4,8,-1.09,-1.4,1,17.6453
1920,3,356.618,2,T,5,70,90,SURFACE,77,YEL,YEL,4,11,-1.01,-1.15,1,13.643
1921,3,358.426,2,T,5,70,90,SURFACE,99,RED,RED,8,6,-1.37,-1.44,1,17.6453
1922,3,358.6,2,T,5,70,90,SURFACE,154,YEL,RED,5,5,-1.09,-1.27,1,26.7688
1923,3,358.6,2,T,5,70,90,SURFACE,99,RED,RED,5,5,-1.27,-1.29,1,17.6453
1924,3,360.229,2,T,5,70,90,SURFACE,49,YEL,YEL,2,3,-1.04,-1.08,1,10.4104
1925,3,360.542,2,T,5,70,90,SURFACE,36,YEL,YEL,4,4,-1.11,-1.13,1,5.48249
1926,3,360.63,2,T,5,70,90,SURFACE,99,YEL,YEL,2,2,-1.04,-1.01,1,17.6453
1927,3,360.784,2,T,5,70,90,SURFACE,36,RED,RED,7,7,-1.55,-1.57,1,5.47941
1928,3,361.008,2,T,5,70,90,SURFACE,33,YEL,YEL,1,3,-1,-1.05,1,4.76682
1929,3,361.254,2,T,5,70,90,SURFACE,98,YEL,RED,7,6,-1.14,-1.26,1,14.4785
1930,3,361.254,2,T,5,70,90,SURFACE,36,RED,RED,6,7,-1.26,-1.36,1,5.47941
1931,3,361.927,2,T,5,70,90,SURFACE,36,YEL,YEL,2,4,-1.02,-1.06,1,5.47941
1932,3,362.023,2,T,5,70,90,SURFACE,49,YEL,YEL,3,5,-1.03,-1.09,1,10.818
1933,3,362.744,2,T,5,70,90,SURFACE,36,YEL,RED,3,6,-1.04,-1.26,1,5.47941
1934,3,364.093,2,T,5,65,90,SURFACE,93,YEL,YEL,2,3,-1.01,-1.03,1,14.1982
1935,3,366.763,2,T,5,65,90,SURFACE,47,YEL,YEL,3,5,-1.02,-1.04,1,6.71802
1936,3,367.973,2,T,5,70,90,SURFACE,33,YEL,YEL,6,7,-1.07,-1.13,1,4.76682
1937,3,368.611,2,C,5,65,90,SURFACE,93,YEL,YEL,5,5,-1.1,-1.1,1,14.1982
1938,3,368.611,2,C,5,65,90,SURFACE,47,YEL,RED,5,5,-1.1,-1.27,1,6.95663
1939,3,369.875,2,T,5,70,90,SURFACE,143,YEL,YEL,4,7,-1.04,-1.17,1,27.1038
1940,3,369.875,2,T,5,70,90,SURFACE,105,YEL,YEL,7,6,-1.17,-1.15,1,18.83
1941,3,369.875,2,T,5,70,90,SURFACE,57,YEL,YEL,6,5,-1.15,-1.15,1,9.5314
1942,3,370.173,2,T,5,70,90,SURFACE,154,YEL,RED,2,5,-1.01,-1.28,1,27.1445
1943,3,373.554,2,T,5,70,90,SURFACE,19,YEL,YEL,4,3,-1.16,-1.09,1,3.20575
1944,3,373.554,2,T,5,70,90,SURFACE,79,YEL,YEL,3,1,-1.09,-1.02,1,13.6573
1945,3,374.19,2,T,5,70,90,SURFACE,154,YEL,YEL,2,3,-1.02,-1.1,1,27.1445
1946,3,374.19,2,T,5,70,90,SURFACE,99,YEL,YEL,3,5,-1.1,-1.17,1,18.3932
1947,3,374.336,2,T,5,70,90,SURFACE,49,RED,RED,4,4,-1.28,-1.32,1,10.4187
1948,3,374.468,2,T,5,65,90,SURFACE,132,YEL,YEL,1,1,-1.01,-1,1,19.332
1949,3,382.204,2,T,5,70,90,SURFACE,47,YEL,YEL,2,2,-1.12,-1.11,1,6.71857
1950,3,383.606,2,T,5,65,70,SURFACE,93,YEL,YEL,4,7,-1.07,-1.1,1,14.2018
1951,3,383.969,2,T,5,65,70,SURFACE,30,YEL,YEL,4,2,-1.04,-1.03,1,5.08627
1952,3,386.273,2,T,5,70,90,SURFACE,33,YEL,YEL,3,6,-1.03,-1.16,1,4.7688
1953,3,386.273,2,T,5,70,90,SURFACE,50,YEL,YEL,6,6,-1.16,-1.13,1,7.10331
1954,3,386.273,2,T,5,70,90,SURFACE,202,YEL,RED,8,13,-1.12,-1.47,1,31.8135
1955,3,386.606,2,T,5,70,79,SURFACE,33,YEL,YEL,9,8,-1.1,-1.13,1,4.7688
1956,3,387.053,2,T,5,70,90,SURFACE,99,YEL,YEL,1,5,-1,-1.05,1,17.6169
1957,3,388.392,2,T,5,70,90,SURFACE,87,YEL,RED,6,9,-1.09,-1.44,1,12.8371
